candidate_id,industry_sector_cand,candidate_skills,experience_years,education_level_cand,skill_count,sector_key,job_id,industry_sector_job,job_title,required_skills,minimum_experience_years,education_level_job,market_demand_score,location,formatted_work_type,formatted_experience_level,avg_salary,is_salary_confidential,remote_allowed,cand_soft_skills,cand_tech_skills,req_soft_skills,req_tech_skills,skill_match_ratio,missing_skills,missing_skill_count,experience_gap_years,edu_gap,salary_percentile,demand_n,overall_fit_score,scaled_fit_score
18975686,Finance & Accounting,"['education', 'customer service', 'leadership', 'communication', 'time management', 'problem solving']",20,Bachelor's,6,FINANCE & ACCOUNTING,3757914782,Finance & Accounting,Us State Tax Manager,"['leadership', 'compliance', 'accounting']",5,Bachelor's,1.0,"Armonk, NY",Full-time,Mid-Senior level,,1,,"['leadership', 'communication', 'time management', 'problem solving']","['education', 'customer service']",['leadership'],"['compliance', 'accounting']",0.5858,"['accounting', 'compliance']",2,0,0,0.5,0.1,0.4115,0.5294
86322251,Education & Training,"['education', 'lesson planning', 'classroom management', 'teaching', 'public speaking', 'leadership', 'communication', 'critical thinking']",15,Bachelor's,8,EDUCATION & TRAINING,3697353804,Education & Training,Computer Science Curriculum Designer,"['education', 'teaching']",5,Bachelor's,1.0,"Durham, NC",Full-time,Mid-Senior level,,1,1.0,"['leadership', 'communication', 'critical thinking']","['education', 'lesson planning', 'classroom management', 'teaching', 'public speaking']",[],"['education', 'teaching']",1.0,[],0,0,0,0.5,0.1,0.66,0.8491
20969119,Operations & Supply Chain,"['strategy', 'education', 'customer service', 'recruitment', 'operations', 'salesforce', 'leadership', 'communication', 'crm', 'mentoring', 'performance management', 'strategic planning']",2,Master's,12,OPERATIONS & SUPPLY CHAIN,3693055227,Operations & Supply Chain,Inventory Technician,"['education', 'manufacturing', 'operations', 'erp', 'inventory management', 'communication']",1,Bachelor's,1.58,"Olympia, WA",Full-time,Entry level,3133.0,0,,"['leadership', 'communication']","['strategy', 'education', 'customer service', 'recruitment', 'operations', 'salesforce', 'crm', 'mentoring', 'performance management', 'strategic planning']",['communication'],"['education', 'manufacturing', 'operations', 'erp', 'inventory management']",0.3344,"['erp', 'inventory management', 'manufacturing']",3,0,0,0.03907203907203907,0.158,0.2203,0.2834
29051656,Technology & IT,"['aws', 'unix', 'bash', 'education', 'oracle', 'operations', 'mysql', 'ux', 'auditing', 'communication', 'problem solving', 'civil engineering', 'shell', 'troubleshooting', 'linux', 'analytical', 'technical support', 'sql']",0,Bachelor's,18,TECHNOLOGY & IT,3755597966,Technology & IT,Software Engineer,"['devops', 'jenkins', 'education', 'ci/cd', 'terraform', 'airflow', 'kubernetes', 'safety', 'bash', 'c', 'communication', 'python', 'problem solving', 'nlp', 'strategy', 'gcp', 'tensorflow', 'pytorch', 'machine learning']",2,Bachelor's,8.7,"Dearborn, MI",Full-time,Mid-Senior level,,1,,"['communication', 'problem solving', 'analytical']","['aws', 'unix', 'bash', 'education', 'oracle', 'operations', 'mysql', 'ux', 'auditing', 'civil engineering', 'shell', 'troubleshooting', 'linux', 'technical support', 'sql']","['communication', 'problem solving']","['devops', 'jenkins', 'education', 'ci/cd', 'terraform', 'airflow', 'kubernetes', 'safety', 'bash', 'c', 'python', 'nlp', 'strategy', 'gcp', 'tensorflow', 'pytorch', 'machine learning']",0.1567,"['airflow', 'c', 'ci/cd', 'devops', 'gcp', 'jenkins', 'kubernetes', 'machine learning', 'nlp', 'python', 'pytorch', 'safety', 'strategy', 'tensorflow', 'terraform']",15,2,0,0.5,0.8699999999999999,0.191,0.2457
24038620,Technology & IT,"['education', 'operations', 'crm', 'leadership', 'project management', 'negotiation', 'strategic planning']",0,Master's,7,TECHNOLOGY & IT,3757162803,Technology & IT,Network Engineer,"['communication', 'research', 'troubleshooting']",2,Bachelor's,5.73,"Eighty Four, PA",Full-time,Associate,,1,,"['leadership', 'negotiation']","['education', 'operations', 'crm', 'project management', 'strategic planning']",['communication'],"['research', 'troubleshooting']",0.0,"['communication', 'research', 'troubleshooting']",3,2,0,0.5,0.5730000000000001,0.0673,0.0866
82246962,Engineering,"['mathematics', 'unix', 'education', 'manufacturing', 'lean manufacturing', 'compliance', 'communication', 'kanban', 'python', 'six sigma', 'r', 'shell', 'troubleshooting', 'linux', 'technical support', 'sql']",10,Bachelor's,16,ENGINEERING,3694103490,Engineering,Linux Systems Engineer,"['aws', 'docker', 'ci/cd', 'c', 'operations', 'kubernetes', 'communication', 'java', 'python', 'linux']",5,Master's,1.0,"Bellevue, WA",Full-time,Mid-Senior level,11541.67,0,1.0,['communication'],"['mathematics', 'unix', 'education', 'manufacturing', 'lean manufacturing', 'compliance', 'kanban', 'python', 'six sigma', 'r', 'shell', 'troubleshooting', 'linux', 'technical support', 'sql']",['communication'],"['aws', 'docker', 'ci/cd', 'c', 'operations', 'kubernetes', 'java', 'python', 'linux']",0.2185,"['aws', 'c', 'ci/cd', 'docker', 'java', 'kubernetes', 'operations']",7,0,1,0.7632568262762168,0.1,0.1674,0.2154
18072085,Finance & Accounting,"['cc', 'payroll', 'education', 'c', 'procurement', 'budgeting', 'sap', 'accounting', 'leadership', 'auditing', 'project management', 'powerpoint', 'problem solving', 'excel', 'statistics', 'analytical']",1,High School / Diploma,16,FINANCE & ACCOUNTING,3693046942,Finance & Accounting,Billing Manager,"['strategy', 'accounting']",5,Bachelor's,2.31,"Nashville, TN",Full-time,Mid-Senior level,6875.0,0,,"['leadership', 'problem solving', 'analytical']","['cc', 'payroll', 'education', 'c', 'procurement', 'budgeting', 'sap', 'accounting', 'auditing', 'project management', 'powerpoint', 'excel', 'statistics']",[],"['strategy', 'accounting']",0.057,['strategy'],1,4,2,0.5000921149594694,0.231,0.0,0.0
21511817,Food & Hospitality,"['education', 'culinary skills', 'logistics', 'operations', 'safety', 'leadership', 'inventory management', 'mentoring']",0,Master's,8,FOOD & HOSPITALITY,3701314317,Food & Hospitality,Banquet Manager,"['leadership', 'customer service', 'operations']",5,Bachelor's,1.58,"Peapack - Gladstone, NJ",Full-time,Mid-Senior level,5833.33,0,,['leadership'],"['education', 'culinary skills', 'logistics', 'operations', 'safety', 'inventory management', 'mentoring']",['leadership'],"['customer service', 'operations']",0.7494,['customer service'],1,5,0,0.722693032015066,0.158,0.4377,0.5631
16820422,Education & Training,"['social media', 'education', 'recruitment', 'operations']",1,Bachelor's,4,EDUCATION & TRAINING,3699088610,Education & Training,Art Teacher,"['attention to detail', 'creativity', 'typography', 'adobe xd', 'graphic design']",0,Bachelor's,1.99,"Washington, DC",Full-time,,,1,,[],"['social media', 'education', 'recruitment', 'operations']",['creativity'],"['attention to detail', 'typography', 'adobe xd', 'graphic design']",0.0,"['adobe xd', 'attention to detail', 'creativity', 'graphic design', 'typography']",5,0,0,0.5,0.199,0.0699,0.0899
24953126,Engineering,"['education', 'budgeting', 'communication', 'project management', 'critical thinking']",20,Master's,5,ENGINEERING,3755589324,Engineering,Electrical Engineer,"['manufacturing', 'supply chain', 'communication', 'project management', 'problem solving', 'troubleshooting', 'pmp']",5,Bachelor's,6.35,"St Louis Park, MN",Full-time,Mid-Senior level,12500.0,0,,"['communication', 'critical thinking']","['education', 'budgeting', 'project management']","['communication', 'problem solving']","['manufacturing', 'supply chain', 'project management', 'troubleshooting', 'pmp']",0.1669,"['manufacturing', 'pmp', 'problem solving', 'supply chain', 'troubleshooting']",5,0,0,0.8685199841709537,0.635,0.2505,0.3223
13586069,Business Strategy & Consulting,"['strategy', 'education', 'lead generation', 'mysql', 'healthcare', 'tableau', 'public speaking', 'compliance', 'auditing', 'project management', 'business intelligence', 'powerpoint', 'excel', 'financial analysis', 'hipaa', 'pmp', 'machine learning', 'sql']",1,Master's,18,BUSINESS STRATEGY & CONSULTING,3755590666,Business Strategy & Consulting,Crm Consultant,"['crm', 'sap', 'troubleshooting']",8,Master's,1.0,United States,Full-time,Mid-Senior level,,1,1.0,[],"['strategy', 'education', 'lead generation', 'mysql', 'healthcare', 'tableau', 'public speaking', 'compliance', 'auditing', 'project management', 'business intelligence', 'powerpoint', 'excel', 'financial analysis', 'hipaa', 'pmp', 'machine learning', 'sql']",[],"['crm', 'sap', 'troubleshooting']",0.0,"['crm', 'sap', 'troubleshooting']",3,7,0,0.5,0.1,0.0,0.0
20033302,Food & Hospitality,"['payroll', 'education', 'food safety', 'operations', 'seo', 'safety', 'salesforce', 'accounting', 'inventory management', 'onboarding', 'r', 'powerpoint', 'social media', 'excel', 'analytical']",15,Bachelor's,15,FOOD & HOSPITALITY,3757748908,Food & Hospitality,Restaurant Manager,"['leadership', 'payroll', 'operations']",1,Bachelor's,4.72,"Homestead, FL",Full-time,,5208.33,0,,['analytical'],"['payroll', 'education', 'food safety', 'operations', 'seo', 'safety', 'salesforce', 'accounting', 'inventory management', 'onboarding', 'r', 'powerpoint', 'social media', 'excel']",['leadership'],"['payroll', 'operations']",0.7628,['leadership'],1,0,0,0.3893596986817326,0.472,0.5438,0.6996
22182279,"Design, Media & Creative","['education', 'customer service', 'data entry', 'operations', 'multitasking', 'time management', 'excel']",0,High School / Diploma,7,"DESIGN, MEDIA & CREATIVE",3755573248,"Design, Media & Creative",Graphic Designer,"['communication', 'education', 'procurement']",8,Bachelor's,5.35,"Tukwila, WA",Contract,,9100.0,0,,['time management'],"['education', 'customer service', 'data entry', 'operations', 'multitasking', 'excel']",['communication'],"['education', 'procurement']",0.2222,"['communication', 'procurement']",2,8,2,0.7251190476190477,0.5349999999999999,0.0,0.0
20850529,Banking & Insurance,"['research', 'payroll', 'customer service', 'education', 'data entry', 'conflict resolution', 'negotiation', 'client retention', 'compliance', 'accounting', 'communication', 'leadership', 'mentoring', 'sql', 'account management']",0,High School / Diploma,15,BANKING & INSURANCE,3693586544,Banking & Insurance,Loan Processing Coordinator,"['communication', 'education', 'customer service', 'operations']",0,High School / Diploma,1.0,"Berlin, WI",Full-time,,,1,,"['negotiation', 'communication', 'leadership']","['research', 'payroll', 'customer service', 'education', 'data entry', 'conflict resolution', 'client retention', 'compliance', 'accounting', 'mentoring', 'sql', 'account management']",['communication'],"['education', 'customer service', 'operations']",0.5907,['operations'],1,0,0,0.5,0.1,0.4144,0.5331
31040875,Legal & Compliance,['education'],0,Bachelor's,1,LEGAL & COMPLIANCE,3757310111,Legal & Compliance,Litigation Paralegal,"['litigation', 'communication', 'analytical']",5,Bachelor's,4.21,"Concord, NH",Full-time,,,1,,[],['education'],"['communication', 'analytical']",['litigation'],0.0,"['analytical', 'communication', 'litigation']",3,5,0,0.5,0.421,0.0,0.0
27662298,Food & Hospitality,"['education', 'operations', 'safety', 'inventory management', 'problem solving']",25,Bachelor's,5,FOOD & HOSPITALITY,3757479003,Food & Hospitality,Food Service Worker,"['communication', 'education']",1,Bachelor's,2.79,"Williston, ND",Full-time,Entry level,,1,,['problem solving'],"['education', 'operations', 'safety', 'inventory management']",['communication'],['education'],0.4825,['communication'],1,0,0,0.5,0.279,0.3674,0.4727
18753367,Engineering,"['cc', 'education', 'risk management', 'c', 'logistics', 'manufacturing', 'quality control', 'safety', 'sap', 'compliance', 'leadership', 'aviation', 'communication', 'project management', 'troubleshooting', 'analytical', 'six sigma']",15,Master's,17,ENGINEERING,3693046575,Engineering,Process Safety Engineer,"['attention to detail', 'risk management', 'safety', 'compliance', 'communication', 'leadership', 'analytical']",5,Bachelor's,1.0,"Houston, TX",Full-time,,,1,,"['leadership', 'communication', 'analytical']","['cc', 'education', 'risk management', 'c', 'logistics', 'manufacturing', 'quality control', 'safety', 'sap', 'compliance', 'aviation', 'project management', 'troubleshooting', 'six sigma']","['communication', 'leadership', 'analytical']","['attention to detail', 'risk management', 'safety', 'compliance']",0.7981,['attention to detail'],1,0,0,0.5,0.1,0.5389,0.6933
30999638,Marketing & PR,"['research', 'education', 'customer service', 'operations', 'social media', 'time management', 'communication', 'powerpoint', 'excel', 'troubleshooting']",0,Bachelor's,10,MARKETING & PR,3693072312,Marketing & PR,Marketing,"['customer service', 'analytical', 'operations']",1,Bachelor's,3.88,"Atlanta, GA",Full-time,Entry level,3958.33,0,,"['time management', 'communication']","['research', 'education', 'customer service', 'operations', 'social media', 'powerpoint', 'excel', 'troubleshooting']",['analytical'],"['customer service', 'operations']",0.6798,['analytical'],1,1,0,0.06532241125813905,0.388,0.4332,0.5573
12920612,Marketing & PR,"['education', 'corporate communications', 'brand management', 'graphic design', 'communication', 'public relations', 'media relations', 'project management', 'event planning']",30,Bachelor's,9,MARKETING & PR,3756125989,Marketing & PR,Product Marketing Manager,"['research', 'logistics', 'communication', 'crm', 'project management', 'analytical']",3,Master's,3.88,"San Diego, CA",Full-time,,6041.67,0,,['communication'],"['education', 'corporate communications', 'brand management', 'graphic design', 'public relations', 'media relations', 'project management', 'event planning']","['communication', 'analytical']","['research', 'logistics', 'crm', 'project management']",0.2059,"['analytical', 'crm', 'logistics', 'research']",4,0,1,0.41314849821466076,0.388,0.1537,0.1977
20324037,Legal & Compliance,"['vendor management', 'education', 'manufacturing', 'supply chain', 'oracle', 'logistics', 'operations', 'customer service', 'gaap', 'erp', 'sap', 'safety', 'accounting', 'communication', 'statistics', 'linux', 'analytical', 'negotiation']",8,Bachelor's,18,LEGAL & COMPLIANCE,3757916539,Legal & Compliance,Administrative Legal Assistant,"['attention to detail', 'talent acquisition', 'c']",13,Bachelor's,1.0,"Washington, DC",Full-time,Entry level,,1,,"['communication', 'analytical', 'negotiation']","['vendor management', 'education', 'manufacturing', 'supply chain', 'oracle', 'logistics', 'operations', 'customer service', 'gaap', 'erp', 'sap', 'safety', 'accounting', 'statistics', 'linux']",[],"['attention to detail', 'talent acquisition', 'c']",0.0,"['attention to detail', 'c', 'talent acquisition']",3,5,0,0.5,0.1,0.0,0.0
18824120,Banking & Insurance,"['strategy', 'research', 'education', 'risk management', 'operations', 'mentoring', 'corporate finance', 'compliance', 'financial reporting', 'accounting', 'leadership', 'project management', 'powerpoint', 'wealth management', 'excel', 'financial analysis', 'analytical']",0,Master's,17,BANKING & INSURANCE,3701307275,Banking & Insurance,Actuary,"['mathematics', 'statistics', 'negotiation']",2,Bachelor's,1.0,United States,Full-time,Associate,,1,1.0,"['leadership', 'analytical']","['strategy', 'research', 'education', 'risk management', 'operations', 'mentoring', 'corporate finance', 'compliance', 'financial reporting', 'accounting', 'project management', 'powerpoint', 'wealth management', 'excel', 'financial analysis']",['negotiation'],"['mathematics', 'statistics']",0.0,"['mathematics', 'negotiation', 'statistics']",3,2,0,0.5,0.1,0.02,0.0257
23387174,Finance & Accounting,"['payroll', 'education', 'oracle', 'budgeting', 'gaap', 'accounts receivable', 'erp', 'sap', 'auditing', 'communication', 'accounting', 'financial reporting', 'r', 'problem solving', 'excel', 'taxation', 'ifrs']",16,Master's,17,FINANCE & ACCOUNTING,3701304474,Finance & Accounting,Payroll,"['strategy', 'payroll', 'operations', 'erp', 'project management', 'powerpoint', 'excel']",5,Bachelor's,1.0,"Springfield, IL",Contract,Mid-Senior level,,1,,"['communication', 'problem solving']","['payroll', 'education', 'oracle', 'budgeting', 'gaap', 'accounts receivable', 'erp', 'sap', 'auditing', 'accounting', 'financial reporting', 'r', 'excel', 'taxation', 'ifrs']",[],"['strategy', 'payroll', 'operations', 'erp', 'project management', 'powerpoint', 'excel']",0.3197,"['operations', 'powerpoint', 'project management', 'strategy']",4,0,0,0.5,0.1,0.2518,0.3239
14611516,Marketing & PR,"['strategy', 'research', 'education', 'operations', 'social media', 'public relations', 'media relations', 'python', 'critical thinking', 'strategic planning']",0,Bachelor's,10,MARKETING & PR,3697368198,Marketing & PR,Evp Marketing,"['strategy', 'customer service', 'c', 'content marketing', 'seo', 'compliance', 'social media', 'public relations', 'sem', 'communication', 'media relations', 'graphic design']",12,Bachelor's,1.0,"Abilene, TX",Full-time,Executive,,1,,['critical thinking'],"['strategy', 'research', 'education', 'operations', 'social media', 'public relations', 'media relations', 'python', 'strategic planning']",['communication'],"['strategy', 'customer service', 'c', 'content marketing', 'seo', 'compliance', 'social media', 'public relations', 'sem', 'media relations', 'graphic design']",0.2607,"['c', 'communication', 'compliance', 'content marketing', 'customer service', 'graphic design', 'sem', 'seo']",8,12,0,0.5,0.1,0.0,0.0
29865476,"Design, Media & Creative","['data entry', 'customer service', 'education', 'budgeting', 'conflict resolution', 'healthcare', 'time management', 'problem solving', 'excel', 'critical thinking', 'account management']",3,Bachelor's,11,"DESIGN, MEDIA & CREATIVE",3757449606,"Design, Media & Creative",Computer Aided Design Designer,"['attention to detail', 'creativity', 'typography', 'adobe xd', 'graphic design']",5,Bachelor's,1.0,Greater Chicago Area,Full-time,Associate,6875.0,0,,"['time management', 'problem solving', 'critical thinking']","['data entry', 'customer service', 'education', 'budgeting', 'conflict resolution', 'healthcare', 'excel', 'account management']",['creativity'],"['attention to detail', 'typography', 'adobe xd', 'graphic design']",0.0,"['adobe xd', 'attention to detail', 'creativity', 'graphic design', 'typography']",5,2,0,0.37511904761904763,0.1,0.0075,0.0096
31556198,Healthcare & Medical,"['cold calling', 'education', 'customer service', 'safety', 'time management', 'communication']",0,High School / Diploma,6,HEALTHCARE & MEDICAL,3697378837,Healthcare & Medical,Physician,"['r', 'education', 'teamwork']",0,PhD,4.49,"Apopka, FL",Full-time,,,1,,"['time management', 'communication']","['cold calling', 'education', 'customer service', 'safety']",['teamwork'],"['r', 'education']",0.0965,"['r', 'teamwork']",2,0,4,0.5,0.449,0.0,0.0
26503829,"Design, Media & Creative","['strategy', 'education', 'manufacturing', 'communication', 'illustrator', 'problem solving', 'excel']",0,Bachelor's,7,"DESIGN, MEDIA & CREATIVE",3701196882,"Design, Media & Creative",Technical Writer,"['communication', 'intellectual property', 'manufacturing']",0,Bachelor's,4.82,United States,Contract,,6500.0,0,1.0,"['communication', 'problem solving']","['strategy', 'education', 'manufacturing', 'illustrator', 'excel']",['communication'],"['intellectual property', 'manufacturing']",0.3875,['intellectual property'],1,0,0,0.2251190476190476,0.48200000000000004,0.3032,0.3901
